,t,p,v,q,pwm,fa,hover_throttle,T_sp
63,1758984371.552799,"[0.00015999015073701515, 2.6243643231094143e-16, 0.911632421118377]","[3.5460783371318955e-15, 3.690260351990373e-16, -2.0684433816341068e-15]","[1.0, 4.788052981406097e-17, 1.116999969773e-16, -1.113428134154548e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.3877784823045793e-16, 6.726829377528768e-16, -52.11898076898158]",0.5,[28.014357968981578]
64,1758984371.557912,"[0.00015999015073703293, 2.642624170134808e-16, 0.911632421118377]","[3.556946941223714e-15, 3.651969405078791e-16, -2.0684433816341068e-15]","[1.0, 4.9082086319538694e-17, 1.0655281608050107e-16, -1.1043788119604687e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.9358002444942195e-16, 7.992474677591579e-16, -52.11898076898158]",0.5,[28.014357968981578]
65,1758984371.5629964,"[0.00015999015073705076, 2.66065447633588e-16, 0.911632421118377]","[3.567348492291281e-15, 3.6060612402144173e-16, -2.0684433816341068e-15]","[1.0, 5.027322927494462e-17, 1.0140102823939312e-16, -1.0953294897661305e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.3165984169539336e-16, 7.719485705443701e-16, -52.11898076898158]",0.5,[28.014357968981578]
66,1758984371.5681157,"[0.00015999015073706865, 2.678447276424708e-16, 0.911632421118377]","[3.576519646248912e-15, 3.5585600177656244e-16, -2.0684433816341068e-15]","[1.0, 5.145850858859299e-17, 9.614343821758628e-17, -1.086280167571546e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-3.0327396431407753e-16, 7.557809576045616e-16, -52.11898076898158]",0.5,[28.014357968981578]
67,1758984371.5732303,"[0.00015999015073708657, 2.6959981860227723e-16, 0.911632421118377]","[3.585698305514823e-15, 3.5101819196128794e-16, -2.0684433816341068e-15]","[1.0, 5.263484052629333e-17, 9.087547078159133e-17, -1.0772308453767271e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-2.4344077508248776e-16, 7.525202670343518e-16, -52.11898076898158]",0.5,[28.014357968981578]
68,1758984371.578345,"[0.00015999015073710454, 2.713299366327692e-16, 0.911632421118377]","[3.594547586003083e-15, 3.4602360609839335e-16, -2.0684433816341068e-15]","[1.0, 5.3806661882568414e-17, 8.560623576832207e-17, -1.068181523181686e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.566460155087796e-16, 7.468844802238073e-16, -52.11898076898158]",0.5,[28.014357968981578]
69,1758984371.5834484,"[0.00015999015073712256, 2.7303465545207594e-16, 0.911632421118377]","[3.6029189987746544e-15, 3.4094376386134677e-16, -2.0684433816341068e-15]","[1.0, 5.497077259789167e-17, 8.033504786286753e-17, -1.0591322009864332e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-7.400908862225518e-17, 7.495126828728781e-16, -52.11898076898158]",0.5,[28.014357968981578]
70,1758984371.5885632,"[0.00015999015073714062, 2.7471328259356066e-16, 0.911632421118377]","[3.610732406944851e-15, 3.357254282969479e-16, -2.0684433816341068e-15]","[1.0, 5.612977724145021e-17, 7.505501442229649e-17, -1.0500828787909795e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[-1.3444210976219027e-17, 7.523848565145728e-16, -52.11898076898158]",0.5,[28.014357968981578]
71,1758984371.5936778,"[0.0001599901507371587, 2.763650511297635e-16, 0.911632421118377]","[3.618118729528357e-15, 3.303537072405701e-16, -2.0684433816341068e-15]","[1.0, 5.72879338154357e-17, 6.977997700553646e-17, -1.0410335565953347e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[5.740757383365014e-17, 7.510910843958508e-16, -52.11898076898158]",0.5,[28.014357968981578]
72,1758984371.598774,"[0.00015999015073717683, 2.77989550155117e-16, 0.911632421118377]","[3.6242402855165365e-15, 3.248998050707046e-16, -2.0684433816341068e-15]","[1.0, 5.844185878257853e-17, 6.440402024907526e-17, -1.0319842343995083e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.5270334194209566e-18, 7.555964611506007e-16, -52.11898076898158]",0.5,[28.014357968981578]
73,1758984371.60389,"[0.000159990150737195, 2.795860211342874e-16, 0.911632421118377]","[3.630467689847535e-15, 3.1929419583408353e-16, -2.0684433816341068e-15]","[1.0, 5.959568644511492e-17, 5.903842954880248e-17, -1.0229349122035093e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[8.714885377772082e-17, 7.591983238629447e-16, -52.11898076898158]",0.5,[28.014357968981578]
74,1758984371.608968,"[0.00015999015073721318, 2.81154141165692e-16, 0.911632421118377]","[3.636131029834229e-15, 3.136240062809154e-16, -2.0684433816341068e-15]","[1.0, 6.074419063734773e-17, 5.3657730584527523e-17, -1.0138855900073462e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.5982581005940206e-16, 7.6589014431149e-16, -52.11898076898158]",0.5,[28.014357968981578]
75,1758984371.6140826,"[0.0001599901507372314, 2.8269316053218385e-16, 0.911632421118377]","[3.6406417117888995e-15, 3.078038732983652e-16, -2.0684433816341068e-15]","[1.0, 6.189137658228096e-17, 4.8176914999055063e-17, -1.0048362678110271e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.1746376554677276e-16, 7.743180582786364e-16, -52.11898076898158]",0.5,[28.014357968981578]
76,1758984371.6191597,"[0.0001599901507372496, 2.8420268608927573e-16, 0.911632421118377]","[3.6451744769985704e-15, 3.019051114183773e-16, -2.0684433816341068e-15]","[1.0, 6.30335998563253e-17, 4.269322769995769e-17, -9.9578694561456e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.0690412376301238e-16, 7.814734771940224e-16, -52.11898076898158]",0.5,[28.014357968981578]
77,1758984371.6242752,"[0.00015999015073726785, 2.856819775496544e-16, 0.911632421118377]","[3.649383271033768e-15, 2.9585829207572916e-16, -2.0684433816341068e-15]","[1.0, 6.417473002185873e-17, 3.721823767222428e-17, -9.867376234179518e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.118413218221686e-16, 7.910629212952352e-16, -52.11898076898158]",0.5,[28.014357968981578]
78,1758984371.6293898,"[0.00015999015073728612, 2.8713065124934463e-16, 0.911632421118377]","[3.65298429092671e-15, 2.897347399380484e-16, -2.0684433816341068e-15]","[1.0, 6.531098333812272e-17, 3.17353201388995e-17, -9.776883012212098e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.857600924932345e-16, 8.063038852706718e-16, -52.11898076898158]",0.5,[28.014357968981578]
79,1758984371.6345067,"[0.00015999015073730438, 2.885480562635257e-16, 0.911632421118377]","[3.6561571364455036e-15, 2.834810028362157e-16, -2.0684433816341068e-15]","[1.0, 6.644437266180176e-17, 2.6261842618598638e-17, -9.686389790243405e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[4.685284122898106e-16, 8.169242411235583e-16, -52.11898076898158]",0.5,[28.014357968981578]
80,1758984371.6396255,"[0.00015999015073732268, 2.8993346654942914e-16, 0.911632421118377]","[3.6587324426335985e-15, 2.770820571806878e-16, -2.0684433816341068e-15]","[1.0, 6.757855339688964e-17, 2.078595009136927e-17, -9.595896568273502e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[5.291739689067486e-16, 8.220849077329791e-16, -52.11898076898158]",0.5,[28.014357968981578]
81,1758984371.6447484,"[0.00015999015073734098, 2.912865119940798e-16, 0.911632421118377]","[3.66082665935212e-15, 2.7060908893013855e-16, -2.0684433816341068e-15]","[1.0, 6.870952294320313e-17, 1.531734433853297e-17, -9.50540334630245e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[5.944349798862919e-16, 8.35920847119419e-16, -52.11898076898158]",0.5,[28.014357968981578]
82,1758984371.6498654,"[0.0001599901507373593, 2.9261071077231204e-16, 0.911632421118377]","[3.6622476307436295e-15, 2.6483975564644067e-16, -2.0684433816341068e-15]","[1.0, 6.974977382759978e-17, 9.835394193754158e-18, -9.414910124330304e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[6.320603198545697e-16, 9.790441410037311e-16, -52.11898076898158]",0.5,[28.014357968981578]
83,1758984371.654996,"[0.00015999015073737762, 2.939018317373018e-16, 0.911632421118377]","[3.663201916196918e-15, 2.5822419299794845e-16, -2.0684433816341068e-15]","[1.0, 7.077930955419326e-17, 4.354286459077159e-18, -9.32441690235712e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[6.850830297287107e-16, 9.525447609914595e-16, -52.11898076898158]",0.5,[28.014357968981578]
84,1758984371.6601117,"[0.00015999015073739595, 2.951592147537222e-16, 0.911632421118377]","[3.663522301849125e-15, 2.5147660328408407e-16, -2.0684433816341068e-15]","[1.0, 7.180145448069916e-17, -1.1414898078348285e-18, -9.233923680382947e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[7.217157790757249e-16, 9.296873535969513e-16, -52.11898076898158]",0.5,[28.014357968981578]
85,1758984371.6652265,"[0.00015999015073741427, 2.963822868753072e-16, 0.911632421118377]","[3.663381218814651e-15, 2.446144243170018e-16, -2.0684433816341068e-15]","[1.0, 7.2817736449092e-17, -6.638122922747244e-18, -9.143430458407837e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[7.757392875879669e-16, 9.150605587516527e-16, -52.11898076898158]",0.5,[28.014357968981578]
86,1758984371.670341,"[0.0001599901507374326, 2.9757075499665393e-16, 0.911632421118377]","[3.662659356386033e-15, 2.3769362426934915e-16, -2.0684433816341068e-15]","[1.0, 7.382373324147861e-17, -1.2143839963932485e-17, -9.052937236431835e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[8.214609722227201e-16, 9.149919834145311e-16, -52.11898076898158]",0.5,[28.014357968981578]
87,1758984371.675428,"[0.0001599901507374509, 2.9872398195726313e-16, 0.911632421118377]","[3.661484067811446e-15, 2.3064539212184173e-16, -2.0684433816341068e-15]","[1.0, 7.482252800337838e-17, -1.7645338121796937e-17, -8.962444014454985e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[8.815671727158977e-16, 9.063910081646409e-16, -52.11898076898158]",0.5,[28.014357968981578]
88,1758984371.6805487,"[0.00015999015073746918, 2.9984133797684316e-16, 0.911632421118377]","[3.659756470488315e-15, 2.2347120391601084e-16, -2.0684433816341068e-15]","[1.0, 7.581712023521426e-17, -2.314713491374054e-17, -8.87195079247733e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[9.370624118464864e-16, 9.068712052884682e-16, -52.11898076898158]",0.5,[28.014357968981578]
89,1758984371.6856515,"[0.00015999015073748748, 3.0092255233457123e-16, 0.911632421118377]","[3.657461640131678e-15, 2.162428715456107e-16, -2.0684433816341068e-15]","[1.0, 7.680283862316874e-17, -2.865260403446831e-17, -8.781457570498906e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[9.84582971745362e-16, 9.128383839761496e-16, -52.11898076898158]",0.5,[28.014357968981578]
90,1758984371.6907408,"[0.00015999015073750575, 3.01967009662213e-16, 0.911632421118377]","[3.654688287450509e-15, 2.0889146552835895e-16, -2.0684433816341068e-15]","[1.0, 7.778251505062986e-17, -3.415236979694157e-17, -8.690964348519755e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.04119107893148e-15, 9.116498555543185e-16, -52.11898076898158]",0.5,[28.014357968981578]
91,1758984371.6958482,"[0.00015999015073752402, 3.029741814425228e-16, 0.911632421118377]","[3.651451659556282e-15, 2.0143435606195627e-16, -2.0684433816341068e-15]","[1.0, 7.875717783317243e-17, -3.9637870107260447e-17, -8.600471126539913e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.108666087436048e-15, 9.16411800196693e-16, -52.11898076898158]",0.5,[28.014357968981578]
92,1758984371.700938,"[0.00015999015073754226, 3.039438193647808e-16, 0.911632421118377]","[3.647545282947001e-15, 1.9392758445160672e-16, -2.0684433816341068e-15]","[1.0, 7.972190628115922e-17, -4.512970521739279e-17, -8.509977904559413e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.1453561899249121e-15, 9.25315401664242e-16, -52.11898076898158]",0.5,[28.014357968981578]
93,1758984371.706097,"[0.00015999015073756047, 3.0487533007564184e-16, 0.911632421118377]","[3.643118499552158e-15, 1.8630214217220127e-16, -2.0684433816341068e-15]","[1.0, 8.067925771029208e-17, -5.0621095361022875e-17, -8.419484682578288e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.1989410632411718e-15, 9.468236277850766e-16, -52.11898076898158]",0.5,[28.014357968981578]
94,1758984371.7112224,"[0.00015999015073757866, 3.057681286407171e-16, 0.911632421118377]","[3.638251390793667e-15, 1.7855971301505297e-16, -2.0684433816341068e-15]","[1.0, 8.163171239655612e-17, -5.609906957707538e-17, -8.328991460596569e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.2619916018526248e-15, 9.513864178346333e-16, -52.11898076898158]",0.5,[28.014357968981578]
95,1758984371.7163775,"[0.00015999015073759682, 3.066216367008092e-16, 0.911632421118377]","[3.632839312368106e-15, 1.707016120184186e-16, -2.0684433816341068e-15]","[1.0, 8.258165931085264e-17, -6.156778120827561e-17, -8.238498238614284e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.3236172586264359e-15, 9.610383826096834e-16, -52.11898076898158]",0.5,[28.014357968981578]
96,1758984371.7215333,"[0.00015999015073761495, 3.0743563450486487e-16, 0.911632421118377]","[3.626838455025885e-15, 1.627995608111354e-16, -2.0684433816341068e-15]","[1.0, 8.352380764463123e-17, -6.703421275345491e-17, -8.148005016631463e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.3726692115978208e-15, 9.783520921017174e-16, -52.11898076898158]",0.5,[28.014357968981578]
97,1758984371.7266843,"[0.00015999015073763306, 3.082095573960426e-16, 0.911632421118377]","[3.62027066682082e-15, 1.5478457823554242e-16, -2.0684433816341068e-15]","[1.0, 8.446036320755388e-17, -7.25009122976494e-17, -8.057511794648132e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.4161520994397e-15, 9.876863995650567e-16, -52.11898076898158]",0.5,[28.014357968981578]
98,1758984371.7317998,"[0.00015999015073765114, 3.0894284778680875e-16, 0.911632421118377]","[3.613230869684319e-15, 1.4665807815322776e-16, -2.0684433816341068e-15]","[1.0, 8.53934369205958e-17, -7.795800521577838e-17, -7.967018572664315e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.4640824541756883e-15, 9.838740870655873e-16, -52.11898076898158]",0.5,[28.014357968981578]
99,1758984371.7369523,"[0.00015999015073766916, 3.0963503406646964e-16, 0.911632421118377]","[3.6055909778817666e-15, 1.3843725593218144e-16, -2.0684433816341068e-15]","[1.0, 8.632332766982501e-17, -8.341646506136083e-17, -7.876525350680037e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.5106220127586147e-15, 9.935686803696866e-16, -52.11898076898158]",0.5,[28.014357968981578]
100,1758984371.742105,"[0.00015999015073768716, 3.1028592389883094e-16, 0.911632421118377]","[3.597501923478559e-15, 1.3017796647225495e-16, -2.0684433816341068e-15]","[1.0, 8.72443675663035e-17, -8.886231828383386e-17, -7.786032128695322e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.5722734825350128e-15, 1.0112504544729635e-15, -52.11898076898158]",0.5,[28.014357968981578]
101,1758984371.747205,"[0.0001599901507377051, 3.1089498076075907e-16, 0.911632421118377]","[3.5888466997313216e-15, 1.2181137238562227e-16, -2.0684433816341068e-15]","[1.0, 8.815838091980543e-17, -9.430272177158882e-17, -7.695538906710189e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.609377077720105e-15, 1.0080639362856754e-15, -52.11898076898158]",0.5,[28.014357968981578]
102,1758984371.752627,"[0.000159990150737723, 3.114616761148296e-16, 0.911632421118377]","[3.5796978371832686e-15, 1.1333907081410803e-16, -2.0684433816341068e-15]","[1.0, 8.90670925354104e-17, -9.973113187448489e-17, -7.60504568472466e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.7478548623837003e-15, 1.0906288596083459e-15, -52.11898076898158]",0.5,[28.014357968981578]
103,1758984371.7576926,"[0.00015999015073774086, 3.119854886033348e-16, 0.911632421118377]","[3.569879295041769e-15, 1.0476249770104635e-16, -2.0684433816341068e-15]","[1.0, 8.997212734389896e-17, -1.0516773291569573e-16, -7.514552462738755e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.7289694112475838e-15, 1.0496748530615395e-15, -52.11898076898158]",0.5,[28.014357968981578]
104,1758984371.7628613,"[0.00015999015073775866, 3.124659032902719e-16, 0.911632421118377]","[3.559606550218464e-15, 9.608293738741491e-17, -2.0684433816341068e-15]","[1.0, 9.087500997757073e-17, -1.1059719454435595e-16, -7.424059240752493e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.7805341048423152e-15, 1.052565130587683e-15, -52.11898076898158]",0.5,[28.014357968981578]
105,1758984371.7679718,"[0.00015999015073777642, 3.1290276409986367e-16, 0.911632421118377]","[3.548862845492284e-15, 8.737216191835439e-17, -2.0684433816341068e-15]","[1.0, 9.176957675590735e-17, -1.1601353659035898e-16, -7.33356601876589e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.821043277678711e-15, 1.0499836819384441e-15, -52.11898076898158]",0.5,[28.014357968981578]
106,1758984371.773116,"[0.00015999015073779412, 3.132955707757421e-16, 0.911632421118377]","[3.537555206693876e-15, 7.856133517568307e-17, -2.0684433816341068e-15]","[1.0, 9.265715098444037e-17, -1.2142323462752847e-16, -7.243072796778964e-19]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.8708115237876705e-15, 1.0583749974305457e-15, -52.11898076898158]",0.5,[28.014357968981578]
